code,name,industry,area
600210,紫江企业,广告包装,上海
603859,能科股份,软件服务,北京
603629,利通电子,元器件,江苏
603042,华脉科技,通信设备,江苏
002090,金智科技,软件服务,江苏
300299,富春股份,通信设备,福建
600584,长电科技,半导体,江苏
600715,文投控股,影视音像,辽宁
000876,新 希 望,饲料,四川
600218,全柴动力,农用机械,安徽
000803,金宇车城,纺织,四川
300612,宣亚国际,广告包装,北京
603306,华懋科技,汽车配件,福建
002897,意华股份,元器件,浙江
002071,长城影视,影视音像,江苏
002064,华峰氨纶,化纤,浙江
603313,梦百合,家居用品,江苏
002789,建艺集团,装修装饰,深圳
000661,长春高新,生物制药,吉林
300522,世名科技,染料涂料,江苏
603899,晨光文具,文教休闲,上海
000561,烽火电子,通信设备,陕西
600641,万业企业,区域地产,上海
000551,创元科技,专用机械,江苏
600543,莫高股份,红黄药酒,甘肃
002011,盾安环境,工程机械,浙江
601798,*ST蓝科,化工机械,甘肃
002872,天圣制药,化学制药,重庆
601038,一拖股份,农用机械,河南
002144,宏达高科,纺织,浙江
300368,汇金股份,专用机械,河北
002447,晨鑫科技,互联网,辽宁
002560,通达股份,电气设备,河南
600416,湘电股份,电气设备,湖南
002853,皮阿诺,家居用品,广东
000938,紫光股份,软件服务,北京
300577,开润股份,纺织,安徽
300150,世纪瑞尔,软件服务,北京
603066,音飞储存,仓储物流,江苏
603776,永安行,公共交通,江苏
002706,良信电器,电气设备,上海
603108,润达医疗,医药商业,上海
600363,联创光电,元器件,江西
600234,ST山水,文教休闲,山西
600598,北大荒,种植业,黑龙江
300697,电工合金,铜,江苏
300447,全信股份,电气设备,江苏
300216,千山药机,医疗保健,湖南
300158,振东制药,中成药,山西
603733,仙鹤股份,造纸,浙江
002424,贵州百灵,中成药,贵州
002533,金杯电工,电气设备,湖南
600826,兰生股份,商贸代理,上海
600588,用友网络,软件服务,北京
002063,远光软件,软件服务,广东
300022,吉峰科技,农用机械,四川
603876,鼎胜新材,铝,江苏
600834,申通地铁,公共交通,上海
300082,奥克股份,化工原料,辽宁
002618,丹邦科技,元器件,深圳
600787,中储股份,仓储物流,天津
000889,中嘉博创,通信设备,河北
600071,凤凰光学,元器件,江西
002637,赞宇科技,日用化工,浙江
600626,申达股份,纺织,上海
002103,广博股份,文教休闲,浙江
600606,绿地控股,全国地产,上海
000751,锌业股份,铅锌,辽宁
600379,宝光股份,电气设备,陕西
600837,海通证券,证券,上海
600106,重庆路桥,路桥,重庆
600064,南京高科,园区开发,江苏
300066,三川智慧,电器仪表,江西
002300,太阳电缆,电气设备,福建
000958,东方能源,火力发电,河北
000498,山东路桥,建筑施工,山东
600718,东软集团,软件服务,辽宁
603579,荣泰健康,医疗保健,上海
600794,保税科技,仓储物流,江苏
300633,开立医疗,医疗保健,深圳
603309,维力医疗,医疗保健,广东
600589,广东榕泰,塑料,广东
600594,益佰制药,中成药,贵州
000570,苏常柴Ａ,机械基件,江苏
600513,联环药业,化学制药,江苏
002431,棕榈股份,建筑施工,广东
300493,润欣科技,通信设备,上海
002622,融钰集团,电气设备,吉林
600335,国机汽车,汽车配件,天津
002420,毅昌股份,塑料,广东
603028,赛福天,钢加工,江苏
600247,*ST成城,商贸代理,吉林
002389,航天彩虹,元器件,浙江
002360,同德化工,化工原料,山西
000636,风华高科,元器件,广东
300183,东软载波,软件服务,山东
300358,楚天科技,医疗保健,湖南
300100,双林股份,汽车服务,浙江
300134,大富科技,通信设备,深圳
601019,山东出版,出版业,山东
300616,尚品宅配,家居用品,广东
300232,洲明科技,半导体,深圳
300581,晨曦航空,航空,陕西
300260,新莱应材,机械基件,江苏
300259,新天科技,电器仪表,河南
002489,浙江永强,家居用品,浙江
601069,西部黄金,黄金,新疆
300229,拓尔思,软件服务,北京
600556,ST慧球,软件服务,广西
002449,国星光电,半导体,广东
002642,荣之联,软件服务,北京
002171,楚江新材,铜,安徽
300136,信维通信,通信设备,深圳
002403,爱仕达,家用电器,浙江
002297,博云新材,矿物制品,湖南
300675,建科院,建筑施工,深圳
002062,宏润建设,建筑施工,浙江
300148,天舟文化,出版业,湖南
603778,乾景园林,建筑施工,北京
300698,万马科技,通信设备,浙江
600891,秋林集团,百货,黑龙江
002004,华邦健康,化学制药,重庆
300666,江丰电子,元器件,浙江
002889,东方嘉盛,仓储物流,深圳
000880,潍柴重机,机械基件,山东
601633,长城汽车,汽车整车,河北
600667,太极实业,半导体,江苏
002933,新兴装备,航空,北京
000816,*ST慧业,农用机械,江苏
002512,达华智能,元器件,福建
002275,桂林三金,中成药,广西
002264,新 华 都,超市连锁,福建
300351,永贵电器,元器件,浙江
002503,搜于特,服饰,广东
601611,中国核建,建筑施工,上海
600293,三峡新材,玻璃,湖北
002648,卫星石化,化工原料,浙江
300353,东土科技,通信设备,北京
300341,麦克奥迪,电气设备,福建
002214,大立科技,电器仪表,浙江
600475,华光股份,专用机械,江苏
000088,盐 田 港,港口,深圳
600975,新五丰,农业综合,湖南
600008,首创股份,环境保护,北京
002522,浙江众成,塑料,浙江
002469,三维工程,建筑施工,山东
002545,东方铁塔,钢加工,山东
600255,梦舟股份,铜,安徽
600202,*ST哈空,电气设备,黑龙江
002308,威创股份,电脑设备,广东
000655,*ST金岭,普钢,山东
300315,掌趣科技,互联网,北京
300386,飞天诚信,软件服务,北京
600091,ST明科,化工原料,内蒙
603566,普莱柯,生物制药,河南
300720,海川智能,电器仪表,广东
002168,惠程科技,电气设备,深圳
600187,国中水务,水务,黑龙江
300406,九强生物,生物制药,北京
002046,轴研科技,机械基件,河南
600548,深高速,路桥,深圳
600652,游久游戏,互联网,上海
300407,凯发电气,电气设备,天津
300427,红相股份,电气设备,福建
300523,辰安科技,软件服务,北京
002534,杭锅股份,专用机械,浙江
002669,康达新材,化工原料,上海
300405,科隆股份,化工原料,辽宁
600103,青山纸业,造纸,福建
300059,东方财富,证券,上海
600385,山东金泰,黄金,山东
002363,隆基机械,汽车配件,山东
002241,歌尔股份,元器件,山东
603937,丽岛新材,铝,江苏
300235,方直科技,软件服务,深圳
603031,安德利,百货,安徽
603026,石大胜华,化工原料,山东
600252,中恒集团,中成药,广西
300331,苏大维格,元器件,江苏
603607,京华激光,造纸,浙江
300398,飞凯材料,染料涂料,上海
603883,老百姓,医药商业,湖南
603389,亚振家居,家居用品,江苏
002649,博彦科技,软件服务,北京
300433,蓝思科技,元器件,湖南
002329,皇氏集团,乳制品,广西
603121,华培动力,汽车配件,上海
002806,华锋股份,元器件,广东
601878,浙商证券,证券,浙江
002343,慈文传媒,影视音像,浙江
002559,亚威股份,机床制造,江苏
603166,福达股份,汽车配件,广西
300431,暴风集团,互联网,北京
603661,恒林股份,家居用品,浙江
603527,众源新材,铜,安徽
600895,张江高科,园区开发,上海
600135,乐凯胶片,化工原料,河北
300135,宝利国际,化工原料,江苏
300057,万顺股份,广告包装,广东
000663,永安林业,林业,福建
300378,鼎捷软件,软件服务,上海
000796,凯撒旅游,旅游服务,陕西
002566,益盛药业,中成药,吉林
300366,创意信息,软件服务,四川
002703,浙江世宝,汽车配件,浙江
000038,深大通,广告包装,深圳
603189,网达软件,软件服务,上海
603826,坤彩科技,染料涂料,福建
600153,建发股份,商贸代理,福建
603788,宁波高发,汽车配件,浙江
000702,正虹科技,饲料,湖南
300597,吉大通信,通信设备,吉林
603117,万林物流,仓储物流,江苏
000955,欣龙控股,纺织,海南
002742,三圣股份,其他建材,重庆
300557,理工光科,电器仪表,湖北
002344,海宁皮城,商品城,浙江
002462,嘉事堂,医药商业,北京
002367,康力电梯,运输设备,江苏
600251,冠农股份,农业综合,新疆
600801,华新水泥,水泥,湖北
600714,金瑞矿业,煤炭开采,青海
600836,界龙实业,广告包装,上海
002115,三维通信,通信设备,浙江
600719,大连热电,供气供热,辽宁
002439,启明星辰,软件服务,北京
000712,锦龙股份,证券,广东
600575,皖江物流,水运,安徽
002400,省广集团,广告包装,广东
001896,豫能控股,火力发电,河南
601968,宝钢包装,广告包装,上海
600240,华业资本,全国地产,北京
600157,永泰能源,煤炭开采,山西
300542,新晨科技,软件服务,北京
002298,中电兴发,软件服务,安徽
600063,皖维高新,化纤,安徽
002374,丽鹏股份,建筑施工,山东
002114,罗平锌电,铅锌,云南
600095,哈高科,区域地产,黑龙江
600468,百利电气,电气设备,天津
600539,*ST狮头,水泥,山西
002022,科华生物,医疗保健,上海
002707,众信旅游,旅游服务,北京
600360,华微电子,半导体,吉林
600982,宁波热电,供气供热,浙江
300019,硅宝科技,化工原料,四川
600150,*ST船舶,船舶,上海
002507,涪陵榨菜,食品,重庆
002494,华斯股份,服饰,河北
600603,广汇物流,仓储物流,四川
603600,永艺股份,家居用品,浙江
300488,恒锋工具,机械基件,浙江
300303,聚飞光电,半导体,深圳
300170,汉得信息,软件服务,上海
002501,利源精制,铝,吉林
002222,福晶科技,元器件,福建
000513,丽珠集团,中成药,广东
002185,华天科技,半导体,甘肃
300174,元力股份,化工原料,福建
601231,环旭电子,元器件,上海
600599,熊猫金控,多元金融,湖南
000673,当代东方,影视音像,山西
603819,神力股份,电气设备,江苏
002072,凯瑞德,互联网,山东
300155,安居宝,元器件,广东
603188,亚邦股份,染料涂料,江苏
000622,恒立实业,汽车配件,湖南
300648,星云股份,电器仪表,福建
300690,双一科技,电气设备,山东
300067,安诺其,染料涂料,上海
603396,金辰股份,专用机械,辽宁
600724,宁波富达,区域地产,浙江
300026,红日药业,中成药,天津
002303,美盈森,造纸,深圳
000815,美利云,造纸,宁夏
002614,奥佳华,医疗保健,福建
300418,昆仑万维,互联网,北京
002104,恒宝股份,元器件,江苏
600538,国发股份,医药商业,广西
002306,*ST云网,酒店餐饮,北京
002491,通鼎互联,通信设备,江苏
600235,民丰特纸,造纸,浙江
300572,安车检测,电器仪表,深圳
000861,海印股份,房产服务,广东
002251,步 步 高,超市连锁,湖南
601258,庞大集团,汽车服务,河北
300287,飞利信,软件服务,北京
002379,宏创控股,铝,山东
002271,东方雨虹,其他建材,北京
600520,文一科技,机械基件,安徽
300376,易事特,电气设备,广东
300245,天玑科技,软件服务,上海
300598,诚迈科技,软件服务,江苏
002912,中新赛克,软件服务,深圳
600823,世茂股份,全国地产,上海
000531,穗恒运Ａ,火力发电,广东
002724,海洋王,半导体,深圳
002509,天广中茂,专用机械,福建
002765,蓝黛传动,汽车配件,重庆
002294,信立泰,化学制药,深圳
603659,璞泰来,化工原料,上海
002772,众兴菌业,种植业,甘肃
002736,国信证券,证券,深圳
300070,碧水源,环境保护,北京
002519,银河电子,通信设备,江苏
002272,川润股份,机械基件,四川
601021,春秋航空,空运,上海
000421,南京公用,供气供热,江苏
300499,高澜股份,专用机械,广东
002350,北京科锐,电气设备,北京
002465,海格通信,通信设备,广东
002635,安洁科技,电脑设备,江苏
300445,康斯特,电器仪表,北京
300561,汇金科技,软件服务,广东
603383,顶点软件,软件服务,福建
600984,建设机械,工程机械,陕西
600112,天成控股,电气设备,贵州
603598,引力传媒,影视音像,北京
300039,上海凯宝,中成药,上海
002184,海得控制,软件服务,上海
000012,南 玻Ａ,玻璃,深圳
000584,哈工智能,化纤,江苏
300452,山河药辅,化学制药,安徽
002029,七 匹 狼,服饰,福建
002309,中利集团,电气设备,江苏
300689,澄天伟业,元器件,深圳
600812,华北制药,化学制药,河北
601360,三六零,互联网,江苏
300458,全志科技,元器件,广东
002762,金发拉比,服饰,广东
300105,龙源技术,电器仪表,山东
002686,亿利达,专用机械,浙江
600200,江苏吴中,综合类,江苏
000971,高升控股,互联网,湖北
002721,金一文化,服饰,北京
601138,工业富联,通信设备,深圳
300318,博晖创新,医疗保健,北京
000662,天夏智慧,软件服务,广西
300562,乐心医疗,医疗保健,广东
600711,盛屯矿业,小金属,福建
600057,厦门象屿,仓储物流,福建
603955,大千生态,环境保护,江苏
002396,星网锐捷,通信设备,福建
600035,楚天高速,路桥,湖北
002328,新朋股份,汽车配件,上海
002261,拓维信息,互联网,湖南
300006,莱美药业,化学制药,重庆
002218,拓日新能,半导体,深圳
601330,绿色动力,环境保护,深圳
300421,力星股份,机械基件,江苏
002681,奋达科技,家用电器,深圳
002385,大北农,饲料,北京
300655,晶瑞股份,化工原料,江苏
603555,贵人鸟,服饰,福建
002209,达 意 隆,轻工机械,广东
002691,冀凯股份,专用机械,河北
000925,众合科技,专用机械,浙江
603685,晨丰科技,电气设备,浙江
000411,英特集团,医药商业,浙江
603626,科森科技,专用机械,江苏
600109,国金证券,证券,四川
002340,格林美,小金属,深圳
300278,华昌达,专用机械,湖北
300667,必创科技,电器仪表,北京
300638,广和通,通信设备,深圳
603239,浙江仙通,汽车配件,浙江
002499,科林环保,环境保护,江苏
002371,北方华创,专用机械,北京
300246,宝莱特,医疗保健,广东
300117,嘉寓股份,装修装饰,北京
002484,江海股份,元器件,江苏
300097,智云股份,电器仪表,辽宁
300029,天龙光电,专用机械,江苏
002076,雪 莱 特,家用电器,广东
002163,中航三鑫,装修装饰,深圳
300093,金刚玻璃,玻璃,广东
603106,恒银金融,电脑设备,天津
300642,透景生命,医疗保健,上海
603380,易德龙,元器件,江苏
600854,春兰股份,家用电器,江苏
600130,波导股份,通信设备,浙江
603039,泛微网络,软件服务,上海
002148,北纬科技,互联网,北京
000099,中信海直,空运,深圳
603037,凯众股份,汽车配件,上海
002012,凯恩股份,造纸,浙江
300625,三雄极光,半导体,广东
600888,新疆众和,铝,新疆
603050,科林电气,电气设备,河北
603970,中农立华,其他商业,北京
002590,万安科技,汽车配件,浙江
601106,中国一重,工程机械,黑龙江
300083,劲胜智能,元器件,广东
002217,合力泰,元器件,山东
600527,江南高纤,化纤,江苏
600958,东方证券,证券,上海
002748,世龙实业,化工原料,江西
002375,亚厦股份,装修装饰,浙江
600884,杉杉股份,综合类,浙江
000716,黑芝麻,食品,广西
300253,卫宁健康,软件服务,上海
603616,韩建河山,其他建材,北京
600113,浙江东日,区域地产,浙江
300390,天华超净,元器件,江苏
000565,渝三峡Ａ,染料涂料,重庆
000426,兴业矿业,铅锌,内蒙
002903,宇环数控,机床制造,湖南
601607,上海医药,医药商业,上海
600122,宏图高科,其他商业,江苏
000428,华天酒店,酒店餐饮,湖南
300582,英飞特,半导体,浙江
002395,双象股份,塑料,江苏
600280,中央商场,百货,江苏
600896,*ST海投,水运,海南
603900,莱绅通灵,服饰,江苏
002945,华林证券,证券,西藏
000728,国元证券,证券,安徽
603136,天目湖,旅游景点,江苏
601211,国泰君安,证券,上海
600562,国睿科技,通信设备,江苏
300370,安控科技,电器仪表,北京
002167,东方锆业,小金属,广东
300651,金陵体育,文教休闲,江苏
002234,民和股份,农业综合,山东
603038,华立股份,装修装饰,广东
600038,中直股份,航空,黑龙江
002577,雷柏科技,电脑设备,深圳
603818,曲美家居,家居用品,北京
600602,云赛智联,软件服务,上海
002516,旷达科技,纺织,江苏
002339,积成电子,电气设备,山东
002792,通宇通讯,通信设备,广东
600320,振华重工,工程机械,上海
002102,ST冠福,化学制药,福建
002529,海源复材,专用机械,福建
600550,保变电气,电气设备,河北
300168,万达信息,软件服务,上海
002556,辉隆股份,其他商业,安徽
000695,滨海能源,供气供热,天津
002260,*ST德奥,航空,广东
002299,圣农发展,农业综合,福建
000028,国药一致,医药商业,深圳
002575,群兴玩具,文教休闲,广东
000567,海德股份,多元金融,海南
002021,中捷资源,纺织机械,浙江
002229,鸿博股份,广告包装,福建
300219,鸿利智汇,元器件,广东
603355,莱克电气,家用电器,江苏
002926,华西证券,证券,四川
002074,国轩高科,电气设备,江苏
002510,天汽模,汽车配件,天津
603725,天安新材,塑料,广东
603969,银龙股份,其他建材,天津
603779,威龙股份,红黄药酒,山东
300013,新宁物流,仓储物流,江苏
600866,星湖科技,食品,广东
600739,辽宁成大,商贸代理,辽宁
002351,漫步者,电脑设备,深圳
603588,高能环境,环境保护,北京
603021,山东华鹏,玻璃,山东
300459,金科文化,化工原料,浙江
002830,名雕股份,装修装饰,深圳
300543,朗科智能,电气设备,深圳
300345,红宇新材,钢加工,湖南
603998,方盛制药,中成药,湖南
603885,吉祥航空,空运,上海
600909,华安证券,证券,安徽
601908,京运通,电气设备,北京
601086,国芳集团,百货,甘肃
002868,绿康生化,农业综合,福建
002722,金轮股份,纺织机械,江苏
002160,常铝股份,铝,江苏
603233,大参林,医药商业,广东
002564,天沃科技,化工机械,江苏
002743,富煌钢构,钢加工,安徽
300065,海兰信,软件服务,北京
300516,久之洋,电器仪表,湖北
000625,长安汽车,汽车整车,重庆
002791,坚朗五金,其他建材,广东
002781,奇信股份,装修装饰,深圳
603333,尚纬股份,电气设备,四川
002083,孚日股份,纺织,山东
000801,四川九洲,通信设备,四川
300079,数码科技,通信设备,北京
603127,昭衍新药,医疗保健,北京
600400,红豆股份,服饰,江苏
600030,中信证券,证券,深圳
600586,金晶科技,玻璃,山东
002005,德豪润达,家用电器,广东
002755,奥赛康,化学制药,北京
600732,ST新梅,区域地产,上海
600649,城投控股,区域地产,上海
603617,君禾股份,专用机械,浙江
300288,朗玛信息,软件服务,贵州
002536,西泵股份,汽车配件,河南
603822,嘉澳环保,环境保护,浙江
300295,三六五网,互联网,江苏
300541,先进数通,软件服务,北京
600185,格力地产,区域地产,广东
600229,城市传媒,出版业,山东
000829,天音控股,其他商业,江西
600889,南京化纤,化纤,江苏
002821,凯莱英,生物制药,天津
300272,开能健康,环境保护,上海
002546,新联电子,电气设备,江苏
002723,金莱特,家用电器,广东
600894,广日股份,运输设备,广东
002725,跃岭股份,汽车配件,浙江
002862,实丰文化,文教休闲,广东
002715,登云股份,汽车配件,广东
601058,赛轮轮胎,汽车配件,山东
002426,胜利精密,元器件,江苏
000690,宝新能源,火力发电,广东
600671,天目药业,中成药,浙江
300297,蓝盾股份,软件服务,广东
601601,中国太保,保险,上海
002587,奥拓电子,元器件,深圳
600805,悦达投资,综合类,江苏
000050,深天马Ａ,元器件,深圳
603806,福斯特,塑料,浙江
002223,鱼跃医疗,医疗保健,江苏
603601,再升科技,玻璃,重庆
603099,长白山,旅游景点,吉林
300401,花园生物,食品,浙江
002161,远 望 谷,通信设备,深圳
002145,中核钛白,化工原料,甘肃
603002,宏昌电子,化工原料,广东
000997,新 大 陆,软件服务,福建
000972,ST中基,食品,新疆
600754,锦江股份,酒店餐饮,上海
300385,雪浪环境,环境保护,江苏
002433,太安堂,中成药,广东
600239,云南城投,区域地产,云南
600206,有研新材,半导体,北京
601333,广深铁路,铁路,深圳
002505,大康农业,农业综合,湖南
002345,潮宏基,服饰,广东
600137,浪莎股份,服饰,四川
603936,博敏电子,元器件,广东
300605,恒锋信息,软件服务,福建
300102,乾照光电,半导体,福建
600796,钱江生化,农药化肥,浙江
603663,三祥新材,矿物制品,福建
002454,松芝股份,汽车配件,上海
002361,神剑股份,化工原料,安徽
300016,北陆药业,中成药,北京
600901,江苏租赁,多元金融,江苏
002866,传艺科技,电脑设备,江苏
000031,中粮地产,全国地产,深圳
002815,崇达技术,元器件,深圳
300354,东华测试,电器仪表,江苏
300291,华录百纳,影视音像,北京
002711,欧浦智网,仓储物流,广东
603556,海兴电力,电器仪表,浙江
603903,中持股份,环境保护,北京
000541,佛山照明,家用电器,广东
300528,幸福蓝海,影视音像,江苏
000881,中广核技,综合类,辽宁
603010,万盛股份,化工原料,浙江
600488,天药股份,化学制药,天津
300556,丝路视觉,软件服务,深圳
603111,康尼机电,运输设备,江苏
603505,金石资源,矿物制品,浙江
600389,江山股份,农药化肥,江苏
300547,川环科技,橡胶,四川
002314,南山控股,区域地产,深圳
000687,华讯方舟,通信设备,河北
600287,江苏舜天,商贸代理,江苏
002212,南洋股份,电气设备,广东
000611,天首发展,纺织,内蒙
002479,富春环保,火力发电,浙江
002023,海特高新,航空,四川
000096,广聚能源,石油贸易,深圳
600168,武汉控股,水务,湖北
600257,大湖股份,渔业,湖南
300472,新元科技,专用机械,北京
300068,南都电源,电气设备,浙江
600355,精伦电子,元器件,湖北
600209,*ST罗顿,综合类,海南
300037,新宙邦,化工原料,深圳
603359,东珠生态,建筑施工,江苏
600797,浙大网新,软件服务,浙江
002014,永新股份,塑料,安徽
601377,兴业证券,证券,福建
600319,亚星化学,化工原料,山东
600771,广誉远,中成药,青海
601218,吉鑫科技,机械基件,江苏
002766,索菱股份,汽车配件,深圳
300137,先河环保,环境保护,河北
300099,精准信息,电器仪表,山东
002598,山东章鼓,机械基件,山东
002065,东华软件,软件服务,北京
300749,顶固集创,家居用品,广东
000089,深圳机场,机场,深圳
000921,海信家电,家用电器,广东
000550,江铃汽车,汽车整车,江西
000025,特 力Ａ,汽车服务,深圳
002316,亚联发展,软件服务,深圳
000046,泛海控股,全国地产,北京
000501,鄂武商Ａ,百货,湖北
000878,云南铜业,铜,云南
300462,华铭智能,专用机械,上海
000521,长虹美菱,家用电器,安徽
000929,兰州黄河,啤酒,甘肃
300381,溢多利,生物制药,广东
600835,上海机电,运输设备,上海
002657,中科金财,软件服务,北京
300573,兴齐眼药,化学制药,辽宁
600128,弘业股份,商贸代理,江苏
300316,晶盛机电,专用机械,浙江
002654,万润科技,半导体,深圳
600482,中国动力,电气设备,河北
002550,千红制药,生物制药,江苏
300058,蓝色光标,广告包装,北京
603385,惠达卫浴,家居用品,河北
300518,盛讯达,软件服务,深圳
600820,隧道股份,建筑施工,上海
002129,中环股份,半导体,天津
000758,中色股份,铅锌,北京
002404,嘉欣丝绸,纺织,浙江
002472,双环传动,机械基件,浙江
000603,盛达矿业,铅锌,北京
002288,超华科技,元器件,广东
600618,氯碱化工,化工原料,上海
601952,苏垦农发,种植业,江苏
601007,金陵饭店,酒店餐饮,江苏
002318,久立特材,特种钢,浙江
300078,思创医惠,元器件,浙江
600496,精工钢构,钢加工,安徽
000623,吉林敖东,中成药,吉林
300615,欣天科技,元器件,深圳
300008,天海防务,船舶,上海
600076,康欣新材,其他建材,山东
000755,山西路桥,公路,山西
002664,长鹰信质,汽车配件,浙江
002636,金安国纪,元器件,上海
002660,茂硕电源,电气设备,深圳
300491,通合科技,电气设备,河北
002588,史丹利,农药化肥,山东
300745,欣锐科技,汽车配件,深圳
000705,浙江震元,医药商业,浙江
002039,黔源电力,水力发电,贵州
300231,银信科技,软件服务,北京
300486,东杰智能,专用机械,山西
600267,海正药业,化学制药,浙江
603615,茶花股份,家居用品,福建
000060,中金岭南,铅锌,深圳
300403,汉宇集团,家用电器,广东
600824,益民集团,百货,上海
002245,澳洋顺昌,仓储物流,江苏
002247,聚力文化,软件服务,浙江
600645,中源协和,生物制药,天津
600119,长江投资,仓储物流,上海
603860,中公高科,公路,北京
002612,朗姿股份,服饰,北京
603023,威帝股份,汽车配件,黑龙江
000966,长源电力,火力发电,湖北
002859,洁美科技,元器件,浙江
300144,宋城演艺,旅游景点,浙江
600299,安迪苏,化学制药,北京
600277,亿利洁能,综合类,内蒙
300045,华力创通,电脑设备,北京
600461,洪城水业,水务,江西
002773,康弘药业,中成药,四川
002751,易尚展示,家居用品,深圳
600012,皖通高速,路桥,安徽
002399,海普瑞,化学制药,深圳
600096,云天化,农药化肥,云南
600525,长园集团,电气设备,深圳
002334,英威腾,电气设备,深圳
300167,迪威迅,通信设备,深圳
600726,华电能源,火力发电,黑龙江
000630,铜陵有色,铜,安徽
600418,江淮汽车,汽车整车,安徽
002797,第一创业,证券,深圳
601598,中国外运,仓储物流,北京
300238,冠昊生物,医疗保健,广东
002078,太阳纸业,造纸,山东
603020,爱普股份,食品,上海
002769,普路通,仓储物流,深圳
601717,郑煤机,工程机械,河南
000616,海航投资,全国地产,辽宁
000831,五矿稀土,小金属,山西
300466,赛摩电气,电器仪表,江苏
600006,东风汽车,汽车整车,湖北
300718,长盛轴承,机械基件,浙江
002738,中矿资源,建筑施工,北京
600115,东方航空,空运,上海
002513,蓝丰生化,农药化肥,江苏
002678,珠江钢琴,文教休闲,广东
600127,金健米业,农业综合,湖南
601566,九牧王,服饰,福建
002249,大洋电机,电气设备,广东
002916,深南电路,元器件,深圳
002482,广田集团,装修装饰,深圳
600237,铜峰电子,元器件,安徽
300090,盛运环保,环境保护,安徽
002149,西部材料,小金属,陕西
002405,四维图新,软件服务,北京
300184,力源信息,元器件,湖北
002838,道恩股份,塑料,山东
300237,美晨生态,建筑施工,山东
600201,生物股份,生物制药,内蒙
300490,华自科技,电气设备,湖南
300703,创源文化,文教休闲,浙江
000026,飞亚达Ａ,其他商业,深圳
600736,苏州高新,园区开发,江苏
300087,荃银高科,种植业,安徽
600590,泰豪科技,电气设备,江西
300062,中能电气,电气设备,福建
000416,民生控股,多元金融,山东
603488,展鹏科技,电气设备,江苏
300076,GQY视讯,电脑设备,浙江
000017,深中华A,文教休闲,深圳
002082,万邦德,铝,浙江
002253,川大智胜,软件服务,四川
600369,西南证券,证券,重庆
002187,广百股份,百货,广东
300526,中潜股份,专用机械,广东
300283,温州宏丰,电气设备,浙江
